URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,48.0,63.0,-0.1351351339177015,0.04522652145385307,20.326923076923077,0.2686849574266793,8.238243213739903,20.326923076923077,568.0,2114.0,1.9191106906338695,2.0,5.04872280037843
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,34.0,29.0,0.07936507810531622,0.03116759383380249,19.038961038961038,0.26398362892223737,7.72117786715331,19.038961038961038,387.0,1466.0,1.879263301500682,9.0,4.925648021828104
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,29.0,1.0,0.9333333022222232,0.004027777704571762,27.346153846153847,0.3234880450070324,11.067856756464352,27.346153846153847,230.0,711.0,2.0857946554149085,2.0,5.375527426160337
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,81.0,40.0,0.33884297240625644,0.04197590315341348,166.33333333333334,0.24549098196392785,66.63152972611891,166.33333333333334,490.0,1996.0,1.8682364729458918,20.0,4.862224448897796
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,23.0,1.0,0.9166666284722238,0.0031628162133818605,20.06122448979592,0.301119023397762,8.144937405277473,20.06122448979592,296.0,983.0,1.906408952187182,3.0,5.007121057985758
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,17.0,7.0,0.41666664930555625,0.012238723823542628,20.6,0.3149946062567422,8.365997842502699,20.6,292.0,927.0,1.9946062567421792,2.0,5.320388349514563
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3.0,4.0,-0.1428571224489825,0.015367103036589301,33.81818181818182,0.30913978494623656,13.650928641251225,33.81818181818182,115.0,372.0,2.0268817204301075,4.0,5.435483870967742
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,27.0,69.0,-0.4374999954427084,0.0705375513724483,26.06451612903226,0.28094059405940597,10.538182689236667,26.06451612903226,454.0,1616.0,1.9350247524752475,4.0,5.030321782178218
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,20.0,16.0,0.11111110802469146,0.027729967435963378,26.02777777777778,0.26360725720384204,10.516554013992648,26.02777777777778,247.0,937.0,1.8943436499466382,7.0,4.970117395944504
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,61.0,39.0,0.21999999780000004,0.03326547918959671,23.13684210526316,0.2283894449499545,9.346092620085246,23.13684210526316,502.0,2198.0,1.8039126478616925,17.0,4.729299363057325
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,44.0,4.0,0.8333333159722226,0.008836075515788203,18.020408163265305,0.2853907134767837,7.322319550696836,18.020408163265305,252.0,883.0,1.9026047565118913,6.0,5.0351075877689695
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,8.0,2.0,0.599999940000006,0.006914893439056151,27.428571428571427,0.2621527777777778,11.076289682539683,27.428571428571427,151.0,576.0,1.9618055555555556,3.0,5.112847222222222
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,25.0,9.0,0.47058822145328766,0.015056579024478073,26.307692307692307,0.2573099415204678,10.62600089968511,26.307692307692307,264.0,1026.0,1.8499025341130604,6.0,4.854775828460039
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,16.0,9.0,0.27999998880000043,0.019661016883769034,27.44,0.2857142857142857,11.090285714285715,27.44,196.0,686.0,1.9868804664723032,3.0,5.169096209912537
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,18.0,10.0,0.28571427551020445,0.029641827797891578,18.625,0.2701342281879195,7.558053691275169,18.625,161.0,596.0,1.9664429530201342,2.0,5.114093959731544
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,8.0,1.0,0.7777776913580343,0.007054673350410163,25.071428571428573,0.3247863247863248,10.15848595848596,25.071428571428573,114.0,351.0,2.0626780626780628,5.0,5.421652421652421
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,26.0,38.0,-0.18749999707031256,0.06291597327789304,17.677966101694917,0.21764141898370087,7.158243008271447,17.677966101694917,227.0,1043.0,1.7938638542665388,32.0,4.718120805369128
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,12.0,3.0,0.5999999600000027,0.014342629265567224,26.857142857142858,0.2845744680851064,10.856686930091186,26.857142857142858,107.0,376.0,1.9813829787234043,3.0,5.151595744680851
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,36.0,12.0,0.4999999895833336,0.021186440624401514,20.386363636363637,0.3355629877369008,8.288770649640215,20.386363636363637,301.0,897.0,2.101449275362319,2.0,5.448160535117057
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,4.0,8.0,-0.3333333055555579,0.03422619044740291,28.416666666666668,0.2844574780058651,11.480449657869015,28.416666666666668,97.0,341.0,1.970674486803519,8.0,5.1759530791788855
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,12.0,26.0,-0.36842104293628836,0.07910981135170958,24.416666666666668,0.2440273037542662,9.864277588168374,24.416666666666668,143.0,586.0,1.8583617747440273,9.0,4.849829351535837
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,29.0,50.0,-0.26582278144528126,0.040866209677640514,25.32051282051282,0.2936708860759494,10.24567348263551,25.32051282051282,580.0,1975.0,1.9969620253164557,24.0,5.231392405063291
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,45.0,24.0,0.3043478216761185,0.023851175464008775,26.56,0.21937751004016065,10.711751004016065,26.56,437.0,1992.0,1.7926706827309238,24.0,4.71285140562249
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,37.0,27.0,0.15624999755859378,0.026036673031181127,23.424657534246574,0.23450292397660819,9.463664183289273,23.424657534246574,401.0,1710.0,1.8105263157894738,33.0,4.777192982456141
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,27.0,8.0,0.5428571273469392,0.0147290639872722,15.67605633802817,0.2183288409703504,6.357754071599409,15.67605633802817,243.0,1113.0,1.6864330637915543,3.0,4.497753818508535
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,43.0,8.0,0.6862744963475589,0.010478015061362539,26.677419354838708,0.22007255139056833,10.758996762491712,26.677419354838708,364.0,1654.0,1.7327690447400241,10.0,4.5634824667472795
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,33.0,7.0,0.6499999837500005,0.0206199459922643,31.857142857142858,0.26606875934230195,12.849284646594064,31.857142857142858,178.0,669.0,1.9192825112107623,10.0,4.869955156950673
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,44.0,17.0,0.4426229435635583,0.015532166454168647,25.5,0.28649237472766886,10.314596949891069,25.5,526.0,1836.0,1.9656862745098038,10.0,5.062091503267974
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,24.0,72.0,-0.49999999479166674,0.10655737689813853,16.60810810810811,0.24328722538649308,6.74055813339784,16.60810810810811,299.0,1229.0,1.8494711147274208,13.0,4.75020341741253
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,60.0,24.0,0.4285714234693878,0.03274607425029935,17.92207792207792,0.18695652173913044,7.2436137775268215,17.92207792207792,258.0,1380.0,1.6731884057971014,7.0,4.505797101449275
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,25.0,35.0,-0.16666666388888896,0.04589371974995703,24.431372549019606,0.21508828250401285,9.858584332609448,24.431372549019606,268.0,1246.0,1.7768860353130016,5.0,4.813001605136437
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,26.0,24.0,0.03999999920000002,0.028790419126239017,18.38888888888889,0.283987915407855,7.469150721718698,18.38888888888889,376.0,1324.0,1.950906344410876,14.0,5.115558912386707
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,23.0,78.0,-0.5445544500539163,0.11225426875027798,17.914285714285715,0.24720893141945774,7.26459785828207,17.914285714285715,310.0,1254.0,1.8532695374800638,14.0,4.7631578947368425
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,21.0,12.0,0.2727272644628102,0.02293967708695913,23.263157894736842,0.25565610859728505,9.407525601333651,23.263157894736842,226.0,884.0,1.8167420814479638,10.0,4.910633484162896
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,11.0,7.0,0.2222222098765439,0.022429261451699635,32.666666666666664,0.25918367346938775,13.17034013605442,32.666666666666664,127.0,490.0,1.9142857142857144,2.0,5.09795918367347
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,28.0,19.0,0.19148935762788602,0.031409966164022786,33.785714285714285,0.2758985200845666,13.624645122319542,33.785714285714285,261.0,946.0,1.9661733615221988,2.0,5.2272727272727275
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,23.0,33.0,-0.17857142538265314,0.037128312825213845,23.370967741935484,0.2663906142167012,9.454943342460874,23.370967741935484,386.0,1449.0,1.8868184955141476,10.0,5.010351966873706
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,39.0,12.0,0.5294117543252598,0.004586168283213431,14.541501976284586,0.24626257135091056,5.915105819054199,14.541501976284586,906.0,3679.0,1.7583582495243273,4.0,4.879043218265833
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,36.0,49.0,-0.1529411746712803,0.043927211134353876,22.78409090909091,0.256359102244389,9.21618000453412,22.78409090909091,514.0,2005.0,1.8613466334164588,15.0,4.885785536159601
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,32.0,65.0,-0.3402061820597301,0.05666940732802003,25.65671641791045,0.3368237347294939,10.397416061055978,25.65671641791045,579.0,1719.0,2.0686445607911574,2.0,5.358347876672484
91,https://insights.blackcoffer.com/human-rights-outlook/,6.0,2.0,0.4999999375000079,0.011061946577159563,30.363636363636363,0.2754491017964072,12.25563418617311,30.363636363636363,92.0,334.0,1.964071856287425,5.0,5.119760479041916
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,31.0,5.0,0.7222222021604945,0.008776414407030798,25.214285714285715,0.26062322946175637,10.18996357749899,25.214285714285715,276.0,1059.0,1.8753541076487252,3.0,4.978281397544854
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,40.0,35.0,0.06666666577777779,0.03346055976366147,17.385245901639344,0.223008015087223,7.043301566690627,17.385245901639344,473.0,2121.0,1.785950023573786,7.0,4.746817538896747
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,19.0,45.0,-0.4062499936523439,0.033860098688297306,25.858974358974358,0.2702032721864155,10.45167105246431,25.858974358974358,545.0,2017.0,1.8477937530986615,3.0,5.0386712940009915
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,19.0,43.0,-0.38709676795005216,0.058695458916466235,22.28301886792453,0.2574089754445385,9.016171137347627,22.28301886792453,304.0,1181.0,1.8831498729889924,5.0,4.990685859441151
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,26.0,28.0,-0.037037036351165994,0.03955157415006685,32.1219512195122,0.2611996962794229,12.953260366316648,32.1219512195122,344.0,1317.0,1.8899012908124526,16.0,4.96127562642369
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,7.0,4.0,0.2727272479338866,0.017090908923371912,29.153846153846153,0.26649076517150394,11.768134767607064,29.153846153846153,101.0,379.0,1.9076517150395778,5.0,5.005277044854881
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,31.0,44.0,-0.17333333102222226,0.05583014855178042,21.19047619047619,0.2449438202247191,8.574168004280365,21.19047619047619,327.0,1335.0,1.8254681647940074,26.0,4.79250936329588
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,30.0,58.0,-0.3181818145661158,0.07103672181576005,24.160714285714285,0.28085735402808576,9.77662865589695,24.160714285714285,380.0,1353.0,1.943089430894309,5.0,5.162601626016261
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,25.0,36.0,-0.1803278658962645,0.05283137475113917,29.545454545454547,0.23461538461538461,11.912027972027973,29.545454545454547,305.0,1300.0,1.8069230769230769,14.0,4.736153846153846
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,15.0,4.0,0.5789473379501401,0.009784075487534327,22.205882352941178,0.22781456953642384,8.973478768991042,22.205882352941178,172.0,755.0,1.8158940397350993,7.0,4.821192052980132
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,32.0,55.0,-0.2643678130532435,0.07886978689924636,30.72972972972973,0.27792436235708,12.403061636834725,30.72972972972973,316.0,1137.0,1.9507475813544415,4.0,5.167985927880387
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,1.0,3.0,-0.49999987500003124,0.07575757724976943,12.666666666666666,0.17105263157894737,5.135087719298245,12.666666666666666,13.0,76.0,1.8289473684210527,0.0,4.947368421052632
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9.0,40.0,-0.6326530483132031,0.04737346197871641,23.444444444444443,0.2740916271721959,9.487414428646657,23.444444444444443,347.0,1266.0,1.9139020537124802,3.0,5.127172195892575
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,17.0,34.0,-0.33333332679738575,0.04531179896082209,22.553571428571427,0.26920031670625494,9.129108698111073,22.553571428571427,340.0,1263.0,1.9667458432304037,2.0,5.166270783847981
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,30.0,53.0,-0.27710843039628397,0.06517044685344038,22.672727272727272,0.28708901363271855,9.183926514543996,22.672727272727272,358.0,1247.0,1.9615076182838813,3.0,5.20449077786688
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,20.0,22.0,-0.0476190464852608,0.03720742528187681,25.94871794871795,0.26877470355731226,10.486997060910106,25.94871794871795,272.0,1012.0,1.884387351778656,10.0,5.033596837944664
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,47.0,48.0,-0.01052631567867036,0.04695643213049403,23.243589743589745,0.23607280750137893,9.39186502043645,23.243589743589745,428.0,1813.0,1.8091560948703806,6.0,4.789851075565362
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,24.0,40.0,-0.24999999609375007,0.03597285064971348,22.907894736842106,0.28431935669155656,9.276885637413466,22.907894736842106,495.0,1741.0,1.881677197013211,9.0,5.037909247558874
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,28.0,25.0,0.056603772516909956,0.04490430775557814,37.06896551724138,0.16744186046511628,14.8945629510826,37.06896551724138,180.0,1075.0,1.666046511627907,53.0,4.482790697674418
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,41.0,68.0,-0.24770641974581267,0.055038418785715484,26.972602739726028,0.2656170644997461,10.895287921690311,26.972602739726028,523.0,1969.0,1.9263585576434739,16.0,5.128491620111732
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,36.0,55.0,-0.20879120649679994,0.06831821536806108,18.62962962962963,0.1988071570576541,7.531374714674914,18.62962962962963,300.0,1509.0,1.7110669317428762,9.0,4.469184890656064
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,11.0,15.0,-0.15384614792899431,0.039484451629219555,22.125,0.2975517890772128,8.969020715630885,22.125,158.0,531.0,1.9774011299435028,3.0,5.4086629001883235
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,49.0,93.0,-0.3098591527474708,0.05789515352239686,24.14,0.27299088649544323,9.765196354598178,24.14,659.0,2414.0,1.872825186412593,5.0,5.0990057995028994
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,37.0,64.0,-0.267326730026468,0.07632655472293051,27.11764705882353,0.1898047722342733,10.92298073242312,27.11764705882353,350.0,1844.0,1.6968546637744035,56.0,4.475596529284165
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,35.0,67.0,-0.3137254871203384,0.0561805176551804,19.284313725490197,0.253685815963396,7.815199816581438,19.284313725490197,499.0,1967.0,1.8362989323843417,14.0,4.895271987798679
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,41.0,81.0,-0.32786884977156683,0.0630251024118776,25.085365853658537,0.2600875060768109,10.13818134389414,25.085365853658537,535.0,2057.0,1.8653378706854642,23.0,5.006319883325231
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,23.0,42.0,-0.292307687810651,0.05226527852120811,21.322033898305083,0.2575516693163752,8.631834227048584,21.322033898305083,324.0,1258.0,1.7885532591414945,17.0,4.804451510333863
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,60.0,18.0,0.5384615315581855,0.015195460259313707,31.348484848484848,0.2750120831319478,12.64939877264672,31.348484848484848,569.0,2069.0,1.9342677622039632,6.0,5.104881585306911
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,18.0,26.0,-0.18181817768595052,0.039177817576837984,29.416666666666668,0.26534466477809254,11.872804532577904,29.416666666666668,281.0,1059.0,1.8951841359773371,7.0,5.028328611898017
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,38.0,83.0,-0.37190082337272046,0.08553633446282706,23.93846153846154,0.2712082262210797,9.683867905873049,23.93846153846154,422.0,1556.0,1.9260925449871464,10.0,5.098329048843188
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,11.0,18.0,-0.24137930202140337,0.05602088530586029,25.736842105263158,0.2903885480572597,10.410892261328167,25.736842105263158,142.0,489.0,1.9427402862985685,7.0,5.139059304703476
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8.0,8.0,0.0,0.01720430103827032,23.448275862068964,0.2897058823529412,9.495192697768763,23.448275862068964,197.0,680.0,1.9573529411764705,3.0,5.211764705882353
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,26.0,62.0,-0.40909090444214885,0.046801602620635444,34.54545454545455,0.2563157894736842,13.920708133971292,34.54545454545455,487.0,1900.0,1.9684210526315788,4.0,5.183684210526316
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,89.0,33.0,0.45901638968019354,0.02735814911064762,25.355263157894736,0.282304099636741,10.255026903012592,25.355263157894736,544.0,1927.0,1.9423975090814738,2.0,5.179034769071095
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,29.0,22.0,0.1372548992695118,0.022406128417877917,23.70149253731343,0.2695214105793451,9.58840557915711,23.70149253731343,428.0,1588.0,1.9326196473551638,8.0,5.1498740554156175
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,29.0,21.0,0.15999999680000007,0.035743243177460735,28.161290322580644,0.35051546391752575,11.404722314599269,28.161290322580644,306.0,873.0,2.1580756013745703,3.0,5.61282932416953
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,10.0,11.0,-0.04761904535147403,0.028521825328454948,34.266666666666666,0.31712062256809337,13.833514915693904,34.266666666666666,163.0,514.0,2.0992217898832686,10.0,5.429961089494164
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,9.0,8.0,0.05882352595155729,0.02427356476409034,26.7,0.24344569288389514,10.77737827715356,26.7,130.0,534.0,1.8651685393258426,7.0,4.893258426966292
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,3.0,16.0,-0.684210490304711,0.041732396370471096,31.68421052631579,0.26578073089701,12.77999650288512,31.68421052631579,160.0,602.0,1.8621262458471761,7.0,4.960132890365449
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,7.0,8.0,-0.06666666222222252,0.02575757568837728,30.428571428571427,0.2699530516431925,12.279409792085849,30.428571428571427,115.0,426.0,1.943661971830986,7.0,5.197183098591549
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,8.0,13.0,-0.23809522675737013,0.04326069399993877,22.85,0.29978118161925604,9.259912472647704,22.85,137.0,457.0,2.0218818380743984,10.0,5.1487964989059085
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,11.0,4.0,0.46666663555555765,0.01572769936559105,18.57894736842105,0.3002832861189802,7.5516922618160125,18.57894736842105,106.0,353.0,1.9858356940509916,2.0,5.356940509915014
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,17.0,52.0,-0.5072463694601975,0.07252500501128845,21.849056603773583,0.2616580310880829,8.844285853944667,21.849056603773583,303.0,1158.0,1.8350604490500864,2.0,4.958549222797927
